"id","title","description","link","image_link","price","sale_price","category","availability","group_id","group_leader","attributes"
"w192","Bralette Top","Ribbed cotton bralette top. A layering essential or standalone piece.","http://localhost:8080/product/detail.html?id=w192","https://images.unsplash.com/photo-1548036328-c9fa89d128fa?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Women","in stock","w192","true","color=White/size=S/gender=Women"
"w193","Shacket","Flannel shirt-jacket hybrid in a heritage plaid. Oversized with snap buttons.","http://localhost:8080/product/detail.html?id=w193","https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Women","in stock","w193","true","color=Navy/size=M/gender=Women"
"w194","Poplin Shirt","Crisp cotton poplin shirt with French cuffs. A wardrobe cornerstone.","http://localhost:8080/product/detail.html?id=w194","https://images.unsplash.com/photo-1539109136881-3be0616acf4b?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Women","in stock","w194","true","color=Beige/size=L/gender=Women"
"w195","Cable Knit Vest","Sleeveless cable-knit vest in cream wool. Layer over shirts and tees.","http://localhost:8080/product/detail.html?id=w195","https://images.unsplash.com/photo-1485968579580-b6d095142e6e?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Women","in stock","w195","true","color=Brown/size=XL/gender=Women"
"w196","Belted Midi Dress","Self-belted midi dress in cotton-blend. A-line skirt with patch pockets.","http://localhost:8080/product/detail.html?id=w196","https://images.unsplash.com/photo-1496747611176-843222e1e57c?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Women","in stock","w196","true","color=Grey/size=XS/gender=Women"
"w197","Pleated Culottes","Knife-pleated culottes in lightweight crepe. Elasticated waistband.","http://localhost:8080/product/detail.html?id=w197","https://images.unsplash.com/photo-1469334031218-e382a71b716b?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Women","in stock","w197","true","color=Camel/size=S/gender=Women"
"w198","Duster Coat","Lightweight duster coat in linen-viscose. Open front with side slits.","http://localhost:8080/product/detail.html?id=w198","https://images.unsplash.com/photo-1554568218-0f1715e72254?w=400&h=500&fit=crop&q=80","215.00","","Clothing > Women","in stock","w198","true","color=Ivory/size=M/gender=Women"
"w199","Silk Midi Skirt","Pure silk midi skirt in a jewel-tone palette. Side zip with a fluid drape.","http://localhost:8080/product/detail.html?id=w199","https://images.unsplash.com/photo-1529139574466-a303027c1d8b?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Women","in stock","w199","true","color=Red/size=L/gender=Women"
"m1","Slim Fit Suit","Slim-fit two-piece suit in Super 120s wool. Notched lapels, two-button closure. Made in Italy.","http://localhost:8080/product/detail.html?id=m1","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","450.00","","Clothing > Men","in stock","m1","true","color=Green/size=XL/gender=Men"
"m2","Classic Navy Suit","Timeless navy suit in pure wool. Half-canvassed construction with natural shoulders.","http://localhost:8080/product/detail.html?id=m2","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","425.00","","Clothing > Men","in stock","m2","true","color=Black/size=XS/gender=Men"
"m3","Double-Breasted Suit","Peak-lapel double-breasted suit in Italian wool. Six-button closure with a slightly wider leg.","http://localhost:8080/product/detail.html?id=m3","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","485.00","","Clothing > Men","in stock","m3","true","color=White/size=S/gender=Men"
"m4","Linen Suit","Unstructured two-piece suit in Belgian linen. Patch pockets and a relaxed silhouette.","http://localhost:8080/product/detail.html?id=m4","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","345.00","","Clothing > Men","in stock","m4","true","color=Navy/size=M/gender=Men"
"m5","Pinstripe Suit","Chalk-stripe suit in English wool. Slim fit with a two-button single-breasted jacket.","http://localhost:8080/product/detail.html?id=m5","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","465.00","","Clothing > Men","in stock","m5","true","color=Beige/size=L/gender=Men"
"m6","Tuxedo","Shawl-collar tuxedo in midnight-blue wool. Grosgrain trim on lapels and trouser stripe.","http://localhost:8080/product/detail.html?id=m6","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","595.00","","Clothing > Men","in stock","m6","true","color=Brown/size=XL/gender=Men"
"m7","Three-Piece Suit","Classic three-piece in mid-grey flannel. Single-breasted jacket, waistcoat, and flat-front trousers.","http://localhost:8080/product/detail.html?id=m7","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","525.00","","Clothing > Men","in stock","m7","true","color=Grey/size=XS/gender=Men"
"m8","Summer Suit","Lightweight suit in tropical wool-linen blend. Unlined jacket for warm-weather elegance.","http://localhost:8080/product/detail.html?id=m8","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","365.00","","Clothing > Men","in stock","m8","true","color=Camel/size=S/gender=Men"
"m9","Corduroy Suit","Two-piece suit in fine-wale corduroy. Soft-shoulder jacket with patch pockets.","http://localhost:8080/product/detail.html?id=m9","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","385.00","","Clothing > Men","in stock","m9","true","color=Ivory/size=M/gender=Men"
"m10","Velvet Dinner Jacket","Shawl-collar dinner jacket in cotton velvet. Satin-lined with grosgrain-covered buttons.","http://localhost:8080/product/detail.html?id=m10","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","395.00","","Clothing > Men","in stock","m10","true","color=Red/size=L/gender=Men"
"m11","Tailored Blazer","Unstructured Italian blazer in linen-wool blend. Polished yet effortless.","http://localhost:8080/product/detail.html?id=m11","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","295.00","","Clothing > Men","in stock","m11","true","color=Green/size=XL/gender=Men"
"m12","Hopsack Blazer","Navy hopsack blazer with gold-tone buttons. Patch pockets and natural shoulders.","http://localhost:8080/product/detail.html?id=m12","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","275.00","","Clothing > Men","in stock","m12","true","color=Black/size=XS/gender=Men"
"m13","Tweed Sport Coat","Harris Tweed sport coat with leather-trimmed buttons. A heritage piece for modern times.","http://localhost:8080/product/detail.html?id=m13","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","315.00","","Clothing > Men","in stock","m13","true","color=White/size=S/gender=Men"
"m14","Linen Blazer","Relaxed linen blazer in stone. Unlined with a two-button closure.","http://localhost:8080/product/detail.html?id=m14","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","225.00","","Clothing > Men","in stock","m14","true","color=Navy/size=M/gender=Men"
"m15","Check Blazer","Window-pane check blazer in wool-cashmere. A statement layer for smart occasions.","http://localhost:8080/product/detail.html?id=m15","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","285.00","","Clothing > Men","in stock","m15","true","color=Beige/size=L/gender=Men"
"m16","Formal Waistcoat","Double-breasted waistcoat in charcoal wool. Adjustable back strap with satin lining.","http://localhost:8080/product/detail.html?id=m16","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Men","in stock","m16","true","color=Brown/size=XL/gender=Men"
"m17","Dinner Suit","Classic dinner suit with peak lapels. Satin-faced lapels and single-button closure.","http://localhost:8080/product/detail.html?id=m17","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","545.00","","Clothing > Men","in stock","m17","true","color=Grey/size=XS/gender=Men"
"m18","Wool Dress Trousers","Flat-front dress trousers in Super 110s wool. Uncuffed with a medium break.","http://localhost:8080/product/detail.html?id=m18","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Men","in stock","m18","true","color=Camel/size=S/gender=Men"
"m19","Flannel Suit","Full-weight flannel suit in charcoal grey. Fully canvassed for impeccable drape.","http://localhost:8080/product/detail.html?id=m19","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","445.00","","Clothing > Men","in stock","m19","true","color=Ivory/size=M/gender=Men"
"m20","Seersucker Suit","Seersucker suit in navy and white stripe. The quintessential warm-weather suit.","http://localhost:8080/product/detail.html?id=m20","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","325.00","","Clothing > Men","in stock","m20","true","color=Red/size=L/gender=Men"
"m21","Sharkskin Suit","Sharkskin-weave suit in mid-grey wool. Subtle sheen with a slim fit.","http://localhost:8080/product/detail.html?id=m21","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","475.00","","Clothing > Men","in stock","m21","true","color=Green/size=XL/gender=Men"
"m22","Nehru Jacket","Mandarin-collar jacket in cotton-linen blend. A refined alternative to traditional blazers.","http://localhost:8080/product/detail.html?id=m22","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","265.00","","Clothing > Men","in stock","m22","true","color=Black/size=XS/gender=Men"
"m23","Morning Coat","Traditional morning coat in black herringbone wool. For the most formal occasions.","http://localhost:8080/product/detail.html?id=m23","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","495.00","","Clothing > Men","in stock","m23","true","color=White/size=S/gender=Men"
"m24","Windowpane Suit","Soft-shoulder suit in a wide windowpane check. Italian wool with a relaxed silhouette.","http://localhost:8080/product/detail.html?id=m24","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","435.00","","Clothing > Men","in stock","m24","true","color=Navy/size=M/gender=Men"
"m25","Travel Suit","Wrinkle-resistant travel suit in performance wool. Pack it, fly, arrive sharp.","http://localhost:8080/product/detail.html?id=m25","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","395.00","","Clothing > Men","in stock","m25","true","color=Beige/size=L/gender=Men"
"m26","Birdseye Suit","Birdseye-weave suit in navy wool. A textured alternative to plain navy.","http://localhost:8080/product/detail.html?id=m26","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","425.00","","Clothing > Men","in stock","m26","true","color=Brown/size=XL/gender=Men"
"m27","Formal Shirt","White formal shirt with a wing collar. French cuffs and a pleated front bib.","http://localhost:8080/product/detail.html?id=m27","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Men","in stock","m27","true","color=Grey/size=XS/gender=Men"
"m28","Silk Cummerbund","Pleated silk cummerbund in midnight blue. The finishing touch for black tie.","http://localhost:8080/product/detail.html?id=m28","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m28","true","color=Camel/size=S/gender=Men"
"m29","Smoking Jacket","Quilted-collar smoking jacket in silk velvet. Toggle closure with satin lining.","http://localhost:8080/product/detail.html?id=m29","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","345.00","","Clothing > Men","in stock","m29","true","color=Ivory/size=M/gender=Men"
"m30","Suit Trousers","Flat-front suit trousers in Super 120s wool. Slim fit with a clean break.","http://localhost:8080/product/detail.html?id=m30","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Men","in stock","m30","true","color=Red/size=L/gender=Men"
"m31","Oxford Shirt","Classic Oxford-weave shirt in Egyptian cotton. Button-down collar and chest pocket.","http://localhost:8080/product/detail.html?id=m31","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m31","true","color=Green/size=XL/gender=Men"
"m32","Linen Shirt","Relaxed-fit shirt in washed Belgian linen. Gets better with every wash.","http://localhost:8080/product/detail.html?id=m32","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m32","true","color=Black/size=XS/gender=Men"
"m33","Poplin Dress Shirt","Crisp cotton poplin dress shirt. Spread collar with French cuffs.","http://localhost:8080/product/detail.html?id=m33","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Men","in stock","m33","true","color=White/size=S/gender=Men"
"m34","Chambray Shirt","Soft chambray shirt in indigo. One-wash finish with a classic fit.","http://localhost:8080/product/detail.html?id=m34","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m34","true","color=Navy/size=M/gender=Men"
"m35","Flannel Shirt","Brushed cotton flannel shirt in buffalo check. Heavyweight for winter warmth.","http://localhost:8080/product/detail.html?id=m35","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m35","true","color=Beige/size=L/gender=Men"
"m36","Denim Shirt","Washed denim shirt with snap buttons. Western-inspired yoke detail.","http://localhost:8080/product/detail.html?id=m36","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m36","true","color=Brown/size=XL/gender=Men"
"m37","Bengal Stripe Shirt","Fine Bengal stripe shirt in two-ply cotton. Spread collar, single cuff.","http://localhost:8080/product/detail.html?id=m37","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Men","in stock","m37","true","color=Grey/size=XS/gender=Men"
"m38","Mandarin Collar Shirt","Minimalist mandarin-collar shirt in cotton. Clean lines without a tie.","http://localhost:8080/product/detail.html?id=m38","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m38","true","color=Camel/size=S/gender=Men"
"m39","Stretch Cotton Shirt","Cotton-elastane shirt with a slim fit. Comfortable through the day.","http://localhost:8080/product/detail.html?id=m39","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m39","true","color=Ivory/size=M/gender=Men"
"m40","White Dress Shirt","Impeccably constructed white shirt in Sea Island cotton. The gold standard.","http://localhost:8080/product/detail.html?id=m40","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Men","in stock","m40","true","color=Red/size=L/gender=Men"
"m41","Checked Shirt","Relaxed checked shirt in soft-washed cotton. Perfect weekend layering.","http://localhost:8080/product/detail.html?id=m41","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m41","true","color=Green/size=XL/gender=Men"
"m42","Camp Collar Shirt","Cuban-collar shirt in printed viscose. Relaxed resort styling.","http://localhost:8080/product/detail.html?id=m42","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m42","true","color=Black/size=XS/gender=Men"
"m43","Henley Shirt","Long-sleeve Henley in slub cotton jersey. Three-button placket at the neck.","http://localhost:8080/product/detail.html?id=m43","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","65.00","","Clothing > Men","in stock","m43","true","color=White/size=S/gender=Men"
"m44","Piqué Polo Shirt","Classic piqué polo in mercerised cotton. Ribbed collar and two-button placket.","http://localhost:8080/product/detail.html?id=m44","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","75.00","","Clothing > Men","in stock","m44","true","color=Navy/size=M/gender=Men"
"m45","Knit Polo","Short-sleeve polo in textured cotton knit. Smart-casual polish.","http://localhost:8080/product/detail.html?id=m45","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m45","true","color=Beige/size=L/gender=Men"
"m46","Band Collar Shirt","Band-collar shirt in washed cotton. Clean and minimal without lapels.","http://localhost:8080/product/detail.html?id=m46","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m46","true","color=Brown/size=XL/gender=Men"
"m47","Gingham Shirt","Classic gingham check in cotton. Button-down collar with a regular fit.","http://localhost:8080/product/detail.html?id=m47","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m47","true","color=Grey/size=XS/gender=Men"
"m48","Twill Shirt","Diagonal twill shirt in premium cotton. Semi-spread collar with barrel cuffs.","http://localhost:8080/product/detail.html?id=m48","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m48","true","color=Camel/size=S/gender=Men"
"m49","Dobby Shirt","Textured dobby-weave shirt in cotton. Subtle pattern adds visual interest.","http://localhost:8080/product/detail.html?id=m49","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m49","true","color=Ivory/size=M/gender=Men"
"m50","Corduroy Shirt","Needlecord shirt with a regular collar. Rich texture for layered autumn looks.","http://localhost:8080/product/detail.html?id=m50","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m50","true","color=Red/size=L/gender=Men"
"m51","Jersey Polo","Soft jersey polo with a Johnny collar. Relaxed fit in pima cotton.","http://localhost:8080/product/detail.html?id=m51","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","65.00","","Clothing > Men","in stock","m51","true","color=Green/size=XL/gender=Men"
"m52","Hawaiian Shirt","Relaxed Hawaiian-print shirt in rayon. Bold botanical print for vacation days.","http://localhost:8080/product/detail.html?id=m52","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m52","true","color=Black/size=XS/gender=Men"
"m53","Seersucker Shirt","Puckered seersucker shirt for hot days. No-iron texture that stays cool.","http://localhost:8080/product/detail.html?id=m53","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m53","true","color=White/size=S/gender=Men"
"m54","Brushed Twill Shirt","Brushed cotton twill shirt with a soft hand. Button-down collar and chest pocket.","http://localhost:8080/product/detail.html?id=m54","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m54","true","color=Navy/size=M/gender=Men"
"m55","Performance Shirt","Moisture-wicking stretch shirt. Wrinkle-free finish for travel and long days.","http://localhost:8080/product/detail.html?id=m55","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Men","in stock","m55","true","color=Beige/size=L/gender=Men"
"m56","Grandad Shirt","Collarless grandad shirt in linen-cotton. A relaxed alternative with vintage character.","http://localhost:8080/product/detail.html?id=m56","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m56","true","color=Brown/size=XL/gender=Men"
"m57","Silk Shirt","Relaxed silk crepe shirt with a camp collar. Fluid drape for evening occasions.","http://localhost:8080/product/detail.html?id=m57","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Men","in stock","m57","true","color=Grey/size=XS/gender=Men"
"m58","Contrast-Collar Shirt","White shirt with a contrasting blue collar. A signature City detail.","http://localhost:8080/product/detail.html?id=m58","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","105.00","","Clothing > Men","in stock","m58","true","color=Camel/size=S/gender=Men"
"m59","Oversized Shirt","Deliberately oversized cotton shirt. Dropped shoulders for a contemporary silhouette.","http://localhost:8080/product/detail.html?id=m59","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","85.00","","Clothing > Men","in stock","m59","true","color=Ivory/size=M/gender=Men"
"m60","Long-Sleeve T-Shirt","Premium long-sleeve tee in Pima cotton. Crew neck with a standard fit.","http://localhost:8080/product/detail.html?id=m60","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Men","in stock","m60","true","color=Red/size=L/gender=Men"
"m61","Printed Shirt","All-over printed shirt in cotton voile. Original MAISON patterns.","http://localhost:8080/product/detail.html?id=m61","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m61","true","color=Green/size=XL/gender=Men"
"m62","Utility Shirt","Heavy cotton twill shirt with chest flap pockets. Work-inspired with a modern cut.","http://localhost:8080/product/detail.html?id=m62","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m62","true","color=Black/size=XS/gender=Men"
"m63","Supima Cotton Tee","Essential crew-neck tee in Supima cotton. Soft, durable, and perfectly weighted.","http://localhost:8080/product/detail.html?id=m63","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Men","in stock","m63","true","color=White/size=S/gender=Men"
"m64","Striped Breton","Classic Breton stripe in heavyweight cotton jersey. Boat neck with long sleeves.","http://localhost:8080/product/detail.html?id=m64","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","55.00","","Clothing > Men","in stock","m64","true","color=Navy/size=M/gender=Men"
"m65","V-Neck T-Shirt","V-neck tee in organic cotton. Clean cut with a soft hand.","http://localhost:8080/product/detail.html?id=m65","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","45.00","","Clothing > Men","in stock","m65","true","color=Beige/size=L/gender=Men"
"m66","Chino Trousers","Slim-fit chino in garment-dyed cotton twill. A refined casual staple.","http://localhost:8080/product/detail.html?id=m66","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Men","in stock","m66","true","color=Brown/size=XL/gender=Men"
"m67","Wool Trousers","Tailored flat-front trousers in Italian wool. Medium rise with a slim leg.","http://localhost:8080/product/detail.html?id=m67","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","175.00","","Clothing > Men","in stock","m67","true","color=Grey/size=XS/gender=Men"
"m68","Cargo Pants","Tapered cargo pants in cotton ripstop. Multiple pockets with a modern slim leg.","http://localhost:8080/product/detail.html?id=m68","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Men","in stock","m68","true","color=Camel/size=S/gender=Men"
"m69","Corduroy Trousers","Wide-wale corduroy trousers with a flat front. Rich texture for autumn and winter.","http://localhost:8080/product/detail.html?id=m69","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Men","in stock","m69","true","color=Ivory/size=M/gender=Men"
"m70","Linen Trousers","Relaxed drawstring trousers in European linen. Easy summer elegance.","http://localhost:8080/product/detail.html?id=m70","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Men","in stock","m70","true","color=Red/size=L/gender=Men"
"m71","Selvedge Jeans","Slim-straight jeans in Japanese selvedge denim. Raw indigo with red-line selvedge.","http://localhost:8080/product/detail.html?id=m71","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","165.00","","Clothing > Men","in stock","m71","true","color=Green/size=XL/gender=Men"
"m72","Pleated Trousers","Double-pleat trousers in flannel wool. Relaxed through the thigh, tapered at the ankle.","http://localhost:8080/product/detail.html?id=m72","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","155.00","","Clothing > Men","in stock","m72","true","color=Black/size=XS/gender=Men"
"m73","Jogger Trousers","Tailored joggers in ponte jersey. Ribbed cuffs with a drawstring waist.","http://localhost:8080/product/detail.html?id=m73","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m73","true","color=White/size=S/gender=Men"
"m74","Wide-Leg Trousers","Wide-leg trousers in cotton twill. High-waisted with a relaxed vintage silhouette.","http://localhost:8080/product/detail.html?id=m74","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Men","in stock","m74","true","color=Navy/size=M/gender=Men"
"m75","Slim Jeans","Slim-fit jeans in stretch denim. Dark rinse with a clean finish.","http://localhost:8080/product/detail.html?id=m75","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Men","in stock","m75","true","color=Beige/size=L/gender=Men"
"m76","Drawstring Trousers","Easy drawstring trousers in cotton-linen blend. Elastic waist with a tapered leg.","http://localhost:8080/product/detail.html?id=m76","https://images.unsplash.com/photo-1487222477894-8943e31ef7b2?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Men","in stock","m76","true","color=Brown/size=XL/gender=Men"
"m77","Twill Chinos","Classic-fit chinos in brushed cotton twill. Versatile from office to weekend.","http://localhost:8080/product/detail.html?id=m77","https://images.unsplash.com/photo-1490578474895-699cd4e2cf59?w=400&h=500&fit=crop&q=80","115.00","","Clothing > Men","in stock","m77","true","color=Grey/size=XS/gender=Men"
"m78","Track Pants","Technical track pants with tonal side stripe. Zip pockets and elasticated cuffs.","http://localhost:8080/product/detail.html?id=m78","https://images.unsplash.com/photo-1463453091185-61582044d556?w=400&h=500&fit=crop&q=80","95.00","","Clothing > Men","in stock","m78","true","color=Camel/size=S/gender=Men"
"m79","Flat-Front Trousers","Flat-front trousers in cotton gabardine. Clean lines with a straight leg.","http://localhost:8080/product/detail.html?id=m79","https://images.unsplash.com/photo-1542103749-8ef59b94f47e?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Men","in stock","m79","true","color=Ivory/size=M/gender=Men"
"m80","Cropped Trousers","Ankle-length trousers in stretch cotton. Modern proportions with a turn-up hem.","http://localhost:8080/product/detail.html?id=m80","https://images.unsplash.com/photo-1500648767791-00dcc994a43e?w=400&h=500&fit=crop&q=80","125.00","","Clothing > Men","in stock","m80","true","color=Red/size=L/gender=Men"
"m81","Relaxed Jeans","Relaxed-fit jeans in mid-wash denim. Easy through the hip and thigh.","http://localhost:8080/product/detail.html?id=m81","https://images.unsplash.com/photo-1507003211169-0a1dd7228f2d?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Men","in stock","m81","true","color=Green/size=XL/gender=Men"
"m82","Moleskin Trousers","Soft moleskin trousers in a five-pocket style. Brushed for a suede-like hand.","http://localhost:8080/product/detail.html?id=m82","https://images.unsplash.com/photo-1519085360753-af0119f7cbe7?w=400&h=500&fit=crop&q=80","135.00","","Clothing > Men","in stock","m82","true","color=Black/size=XS/gender=Men"
"m83","Herringbone Trousers","Herringbone-weave trousers in wool blend. Distinctive texture with a flat front.","http://localhost:8080/product/detail.html?id=m83","https://images.unsplash.com/photo-1480429370139-e0132c086e2a?w=400&h=500&fit=crop&q=80","145.00","","Clothing > Men","in stock","m83","true","color=White/size=S/gender=Men"
